chr	start	end	group	nSNPS	samps
chr3	20343977	20343979	1	1	NA
chr3	20344024	20344026	1	1	NA
chr3	20346570	20346572	1	1	NA
chr3	20381343	20381345	1	1	NA
chr3	20390552	20390554	1	1	NA
chr3	20402059	20402061	1	1	NA
chr3	20404031	20404033	1	1	NA
chr3	20465409	20465411	1	1	NA
chr3	20465636	20465638	1	1	NA
chr3	20514432	20514434	1	1	NA
chr3	20550587	20550589	1	1	NA
chr3	20561097	20561099	1	1	NA
chr3	20561110	20561112	1	1	NA
chr3	20586688	20586690	1	1	NA
chr3	20587276	20587278	1	1	NA
chr3	20617500	20617502	1	1	NA
chr3	20668995	20668997	1	1	NA
chr3	20760901	20760903	2	1	NA
chr3	20894753	20894755	1	1	NA
chr3	20900624	20900626	1	1	NA
chr3	20900634	20900636	1	1	NA
chr3	20932514	20932516	1	1	NA
chr3	21014063	21014065	1	1	NA
chr3	21014072	21014074	1	1	NA
chr3	21040763	21040765	1	1	NA
chr3	21040770	21040772	1	1	NA
chr3	21053561	21053563	1	1	NA
chr3	21056713	21056715	1	1	NA
chr3	21082992	21082994	1	1	NA
chr3	21224708	21224710	1	1	NA
chr3	21278743	21278745	1	1	NA
chr3	21295558	21295560	1	1	NA
chr3	21301281	21301283	1	1	NA
chr3	21359549	21359551	1	1	NA
chr3	21374380	21374382	1	1	NA
chr3	21380249	21380251	1	1	NA
chr3	21380802	21380804	1	1	NA
chr3	21388003	21388005	1	1	NA
chr3	21396785	21396787	1	1	NA
chr3	21435684	21435686	19	1	NA
chr3	21483763	21483765	19	1	NA
chr3	21484007	21484009	19	1	NA
chr3	21530483	21530485	1	1	NA
chr3	21549470	21549472	1	1	NA
chr3	21558070	21558072	1	1	NA
chr3	21558074	21558076	1	1	NA
chr3	21564831	21564833	1	1	NA
chr3	21618631	21618633	1	1	NA
chr3	21624592	21624594	1	1	NA
chr3	21624604	21624606	1	1	NA
chr3	21643311	21643313	1	1	NA
chr3	21644358	21644360	1	1	NA
chr3	21659868	21659870	1	1	NA
chr3	21705038	21705040	1	1	NA
chr3	21710935	21710937	1	1	NA
chr3	21714190	21714192	1	1	NA
chr3	21714705	21714707	1	1	NA
chr3	21784263	21784265	1	1	NA
chr3	21874532	21874534	1	1	NA
chr3	21874543	21874545	1	1	NA
chr3	21934752	21934754	1	1	NA
chr3	21934753	21934755	1	1	NA
chr3	21949138	21949140	1	1	NA
chr3	21955296	21955298	1	1	NA
chr3	21963935	21963937	1	1	NA
chr3	21982051	21982053	1	1	NA
chr3	21995277	21995279	2	1	NA
chr3	21995285	21995287	2	1	NA
chr3	22046368	22046370	1	1	NA
chr3	22069976	22069978	1	1	NA
chr3	22161516	22161518	19	1	NA
chr3	22200155	22200157	2	1	NA
chr3	22206215	22206217	1	1	NA
chr3	22215944	22215946	2	1	NA
chr3	22217761	22217763	1	1	NA
chr3	22217895	22217897	1	1	NA
chr3	22257004	22257006	1	1	NA
chr3	22274711	22274713	2	1	NA
chr3	22323442	22323444	1	1	NA
chr3	22328283	22328285	1	1	NA
chr3	22332134	22332136	1	1	NA
chr3	22364699	22364701	1	1	NA
chr3	22368604	22368606	1	1	NA
chr3	22372038	22372040	1	1	NA
chr3	22413741	22413743	1	1	NA
chr3	22434120	22434122	1	1	NA
chr3	22538502	22538504	1	1	NA
chr3	22561007	22614041	19	6	NA
chr3	22741368	22741370	1	1	NA
chr3	22741953	22741955	2	1	NA
chr3	22741954	22741956	2	1	NA
chr3	22755158	22755160	1	1	NA
chr3	22758436	22758438	1	1	NA
chr3	22772942	22772944	1	1	NA
chr3	22843845	22843847	1	1	NA
chr3	23058133	23058135	19	1	NA
chr3	23075315	23075317	1	1	NA
chr3	23208213	23208215	1	1	NA
chr3	23258570	23258572	1	1	NA
chr3	23262480	23262482	1	1	NA
chr3	23287119	23287121	1	1	NA
chr3	23308017	23308019	1	1	NA
chr3	23319873	23319875	1	1	NA
chr3	23345252	23345254	1	1	NA
chr3	23345253	23345255	1	1	NA
chr3	23382565	23382567	1	1	NA
chr3	23481154	23481156	1	1	NA
chr3	23595949	23595951	1	1	NA
chr3	23595966	23595968	1	1	NA
chr3	23676158	23676160	19	1	NA
chr3	23718069	23718071	1	1	NA
chr3	23718072	23718074	1	1	NA
chr3	23728105	23728107	1	1	NA
chr3	23728139	23728141	1	1	NA
chr3	23776205	23776207	1	1	NA
chr3	23776631	23776633	1	1	NA
chr3	23796002	23796004	1	1	NA
chr3	23802176	23802178	2	1	NA
chr3	23802178	23802180	2	1	NA
chr3	23807366	23807368	1	1	NA
chr3	23823649	23823651	19	1	NA
chr3	23965293	23965295	2	1	NA
chr3	24028774	24028776	1	1	NA
chr3	24028777	24028779	1	1	NA
chr3	24084190	24084192	2	1	NA
chr3	24109936	24109938	1	1	NA
chr3	24109943	24109945	1	1	NA
chr3	24146111	24146113	1	1	NA
chr3	24154802	24154804	1	1	NA
chr3	24173346	24173348	1	1	NA
chr3	24190006	24190008	1	1	NA
chr3	24195773	24195775	1	1	NA
chr3	24220082	24220084	1	1	NA
chr3	24287978	24287980	1	1	NA
chr3	24323001	24323003	1	1	NA
chr3	24357695	24357697	2	1	NA
chr3	24374235	24374237	1	1	NA
chr3	24374387	24374389	1	1	NA
chr3	24374467	24374469	2	1	NA
chr3	24374468	24374470	2	1	NA
chr3	24533661	24533663	1	1	NA
chr3	24544776	24544778	1	1	NA
chr3	24564370	24564372	1	1	NA
chr3	24566850	24566852	1	1	NA
chr3	24592779	24592781	1	1	NA
chr3	24622139	24622141	1	1	NA
chr3	24649946	24649948	1	1	NA
chr3	24649951	24649953	1	1	NA
chr3	24663339	24663341	1	1	NA
chr3	24663341	24663343	1	1	NA
chr3	24676250	24676252	2	1	NA
chr3	24687467	24687469	1	1	NA
chr3	24701438	24701440	2	1	NA
chr3	24703292	24703294	1	1	NA
chr3	24739462	24739464	2	1	NA
chr3	24754416	24754418	1	1	NA
chr3	24791972	24791974	1	1	NA
chr3	24819310	24819312	1	1	NA
chr3	24821824	24821826	1	1	NA
chr3	24833620	24833622	1	1	NA
chr3	24845454	24845456	1	1	NA
chr3	24845455	24845457	1	1	NA
chr3	24912165	24912167	1	1	NA
chr3	24960914	24960916	1	1	NA
chr3	24968869	24968871	1	1	NA
chr3	24968873	24968875	1	1	NA
chr3	25002104	25002106	1	1	NA
chr3	25114788	25114790	19	1	NA
chr3	25114790	25114792	19	1	NA
chr3	25191821	25191823	1	1	NA
chr3	25195856	25195858	1	1	NA
chr3	25197249	25197251	1	1	NA
chr3	25200179	25200181	1	1	NA
chr3	25206870	25206872	1	1	NA
chr3	25214348	25214350	1	1	NA
chr3	25251161	25251163	1	1	NA
chr3	25263544	25263546	1	1	NA
chr3	25277436	25277438	1	1	NA
chr3	25280477	25280479	1	1	NA
chr3	25280480	25280482	1	1	NA
chr3	25325182	25325184	2	1	NA
chr3	25330808	25330810	1	1	NA
chr3	25331605	25331607	1	1	NA
chr3	25384987	25384989	1	1	NA
chr3	25387037	25387039	1	1	NA
chr3	25399638	25399640	1	1	NA
chr3	25418168	25418170	1	1	NA
chr3	25441404	25441406	1	1	NA
chr3	25447733	25447735	1	1	NA
chr3	25482494	25482496	1	1	NA
chr3	25487590	25487592	1	1	NA
chr3	25506123	25506125	1	1	NA
chr3	25506124	25506126	1	1	NA
chr3	25560576	25560578	1	1	NA
chr3	25690065	25690067	1	1	NA
chr3	25726576	25726578	1	1	NA
chr3	25729560	25729562	1	1	NA
chr3	25815657	25815659	1	1	NA
chr3	25927407	25927409	1	1	NA
chr3	25931015	25931017	1	1	NA
chr3	25951685	25951687	1	1	NA
chr3	25963341	25963343	1	1	NA
chr3	25994175	25994177	1	1	NA
chr3	26041786	26041788	1	1	NA
chr3	26115777	26115779	1	1	NA
chr3	26120911	26120913	1	1	NA
chr3	26137738	26137740	1	1	NA
chr3	26141039	26141041	1	1	NA
chr3	26143983	26143985	1	1	NA
chr3	26144604	26144606	1	1	NA
chr3	26186694	26186696	1	1	NA
chr3	26230503	26230505	1	1	NA
chr3	26244047	26244049	1	1	NA
chr3	26244133	26244135	1	1	NA
chr3	26252123	26252125	1	1	NA
chr3	26252126	26252128	1	1	NA
chr3	26270579	26270581	1	1	NA
chr3	26270585	26270587	1	1	NA
chr3	26337575	26337577	1	1	NA
chr3	26352493	26352495	1	1	NA
chr3	26352735	26352737	1	1	NA
chr3	26358819	26358821	1	1	NA
chr3	26359835	26359837	1	1	NA
chr3	26371942	26371944	2	1	NA
chr3	26400928	26400930	1	1	NA
chr3	26436303	26436305	1	1	NA
chr3	26511648	26511650	1	1	NA
chr3	26536035	26536037	1	1	NA
chr3	26540107	26540109	1	1	NA
chr3	26542106	26542108	2	1	NA
chr3	26542133	26542135	1	1	NA
chr3	26557818	26557820	1	1	NA
chr3	26598472	26598474	1	1	NA
chr3	26606418	26606420	1	1	NA
chr3	26608080	26608082	1	1	NA
chr3	26626968	26626970	1	1	NA
chr3	26675186	26675188	1	1	NA
chr3	26678346	26678348	1	1	NA
chr3	26678502	26678504	1	1	NA
chr3	26686637	26686639	2	1	NA
chr3	26712404	26712406	1	1	NA
chr3	26712679	26712681	1	1	NA
chr3	26728583	26728585	1	1	NA
chr3	26803960	26803962	1	1	NA
chr3	26811256	26811258	1	1	NA
chr3	26816972	26816974	1	1	NA
chr3	26911629	26911662	1	3	NA
chr3	26937756	26937758	1	1	NA
chr3	26961030	26961032	1	1	NA
chr3	26963155	26963157	1	1	NA
chr3	27016557	27016559	1	1	NA
chr3	27031930	27031932	1	1	NA
chr3	27042395	27042397	1	1	NA
chr3	27044212	27044214	1	1	NA
chr3	27107133	27107135	1	1	NA
chr3	27125985	27125987	1	1	NA
chr3	27128509	27128511	1	1	NA
chr3	27173805	27173807	1	1	NA
chr3	27180776	27180778	1	1	NA
chr3	27181851	27181853	1	1	NA
chr3	27185472	27185474	19	1	NA
chr3	27205888	27205890	1	1	NA
chr3	27233671	27233673	1	1	NA
chr3	27244257	27244259	1	1	NA
chr3	27244824	27244826	1	1	NA
chr3	27247301	27247303	1	1	NA
chr3	27260553	27260555	1	1	NA
chr3	27283419	27283421	1	1	NA
chr3	27304530	27304532	1	1	NA
chr3	27380998	27381000	1	1	NA
chr3	27387204	27387206	1	1	NA
chr3	27400119	27400121	1	1	NA
chr3	27426622	27426624	1	1	NA
chr3	27441709	27441711	2	1	NA
chr3	27459605	27459607	1	1	NA
chr3	27461865	27461867	1	1	NA
chr3	27467284	27467286	1	1	NA
chr3	27479462	27479464	1	1	NA
chr3	27575381	27575383	1	1	NA
chr3	27620703	27620705	19	1	NA
chr3	27662484	27662486	1	1	NA
chr3	27719540	27719542	1	1	NA
chr3	27729308	27729310	1	1	NA
chr3	27738578	27738580	1	1	NA
chr3	27764361	27764363	1	1	NA
chr3	27787460	27787462	1	1	NA
chr3	27787463	27787465	2	1	NA
chr3	27806410	27806412	1	1	NA
chr3	27809870	27809872	1	1	NA
chr3	27872257	27872259	19	1	NA
chr3	27906376	27906378	1	1	NA
chr3	27925309	27925311	1	1	NA
chr3	27928245	27928247	1	1	NA
chr3	27928296	27928298	1	1	NA
chr3	27933516	27933518	1	1	NA
chr3	27936297	27936299	1	1	NA
chr3	27936720	27936722	1	1	NA
chr3	27937147	27937149	1	1	NA
chr3	27943587	27943589	1	1	NA
chr3	27945702	27945704	1	1	NA
chr3	27952277	27952279	1	1	NA
chr3	27958899	27959294	1	3	NA
chr3	27960596	27960598	1	1	NA
chr3	27960621	27960623	1	1	NA
chr3	27960774	27960776	1	1	NA
chr3	27970123	27970125	1	1	NA
chr3	27972404	27972406	1	1	NA
chr3	27973112	27973114	2	1	NA
chr3	27987603	27987605	1	1	NA
chr3	28014820	28015858	1	3	NA
chr3	28018732	28018734	1	1	NA
chr3	28029890	28029892	1	1	NA
chr3	28061692	28061694	1	1	NA
chr3	28061693	28061695	1	1	NA
chr3	28062487	28062489	1	1	NA
chr3	28066963	28066965	2	1	NA
chr3	28081898	28081900	1	1	NA
chr3	28093268	28093270	1	1	NA
chr3	28159465	28159467	1	1	NA
chr3	28183370	28183372	1	1	NA
chr3	28202905	28202907	2	1	NA
chr3	28224558	28224560	1	1	NA
chr3	28234825	28234827	1	1	NA
chr3	28270882	28270884	1	1	NA
chr3	28270883	28270885	1	1	NA
chr3	28280872	28280874	1	1	NA
chr3	28287952	28287954	1	1	NA
chr3	28300183	28300185	1	1	NA
chr3	28318098	28318100	1	1	NA
chr3	28371377	28371379	1	1	NA
chr3	28443006	28443008	1	1	NA
chr3	28472776	28472778	1	1	NA
chr3	28480227	28480229	1	1	NA
chr3	28516239	28516241	1	1	NA
chr3	28544015	28544017	1	1	NA
chr3	28578284	28578286	19	1	NA
chr3	28595954	28595956	1	1	NA
chr3	28607500	28607502	1	1	NA
chr3	28631485	28631487	1	1	NA
chr3	28633354	28633356	1	1	NA
chr3	28657287	28657289	1	1	NA
chr3	28657479	28657481	1	1	NA
chr3	28664617	28664619	1	1	NA
chr3	28671526	28671528	1	1	NA
chr3	28676202	28676204	1	1	NA
chr3	28676211	28676213	1	1	NA
chr3	28772746	28772748	1	1	NA
chr3	28777101	28777103	1	1	NA
chr3	28803243	28803245	19	1	NA
chr3	28880455	28880457	2	1	NA
chr3	28917363	28917365	1	1	NA
chr3	29080150	29090982	19	4	NA
chr3	29097748	29097750	1	1	NA
chr3	29097751	29097753	1	1	NA
chr3	29105891	29105893	1	1	NA
chr3	29136444	29136446	1	1	NA
chr3	29138821	29138823	1	1	NA
chr3	29149358	29149360	1	1	NA
chr3	29175187	29175189	1	1	NA
chr3	29223548	29223550	1	1	NA
chr3	29224167	29224169	1	1	NA
chr3	29244662	29244664	1	1	NA
chr3	29307606	29307608	1	1	NA
chr3	29307885	29307887	1	1	NA
chr3	29364635	29364637	1	1	NA
chr3	29375109	29375111	1	1	NA
chr3	29422218	29422220	1	1	NA
chr3	29444105	29444107	1	1	NA
chr3	29453539	29453541	1	1	NA
chr3	29454952	29454954	1	1	NA
chr3	29454955	29454957	1	1	NA
chr3	29476437	29476439	1	1	NA
chr3	29489415	29489417	2	1	NA
chr3	29496747	29496749	1	1	NA
chr3	29528330	29528332	1	1	NA
chr3	29528331	29528333	1	1	NA
chr3	29538205	29538207	1	1	NA
chr3	29542769	29542771	1	1	NA
chr3	29564453	29564455	1	1	NA
chr3	29569223	29569225	1	1	NA
chr3	29578239	29578241	1	1	NA
chr3	29589118	29589120	1	1	NA
chr3	29621702	29621704	19	1	NA
chr3	29666293	29666295	19	1	NA
chr3	29673408	29673410	19	1	NA
chr3	29681542	29681544	1	1	NA
chr3	29727583	29727585	1	1	NA
chr3	29740923	29740925	1	1	NA
chr3	29779611	29779613	1	1	NA
chr3	29833363	29833373	1	3	NA
chr3	29835139	29835141	1	1	NA
chr3	29846670	29846672	1	1	NA
chr3	29924494	29924496	1	1	NA
chr3	29932598	29932600	1	1	NA
chr3	29937563	29937565	1	1	NA
chr3	29950191	29950193	1	1	NA
chr3	29980752	29980754	1	1	NA
chr3	30012471	30012473	1	1	NA
chr3	30016091	30016093	1	1	NA
chr3	30032907	30032909	1	1	NA
chr3	30076325	30076327	1	1	NA
chr3	30120173	30120175	1	1	NA
chr3	30122609	30122611	1	1	NA
chr3	30122621	30122623	1	1	NA
chr3	30151740	30151742	1	1	NA
chr3	30198264	30198266	1	1	NA
chr3	30213507	30213509	1	1	NA
chr3	30253102	30253104	1	1	NA
chr3	30310802	30310804	1	1	NA
chr3	30313486	30313488	1	1	NA
chr3	30342580	30342582	1	1	NA
chr3	30351945	30351947	1	1	NA
chr3	30354485	30354487	1	1	NA
chr3	30368591	30368593	1	1	NA
chr3	30387254	30387256	1	1	NA
chr3	30435624	30435626	1	1	NA
chr3	30488563	30488565	1	1	NA
chr3	30491512	30491514	1	1	NA
chr3	30516341	30516343	1	1	NA
chr3	30525258	30525266	1	3	NA
chr3	30560331	30560333	1	1	NA
chr3	30607237	30607239	1	1	NA
chr3	30618583	30618585	2	1	NA
chr3	30622043	30622045	1	1	NA
chr3	30629370	30629372	19	1	NA
chr3	30653136	30653138	1	1	NA
chr3	30657361	30657363	1	1	NA
chr3	30658310	30658312	1	1	NA
chr3	30661773	30661775	1	1	NA
chr3	30900246	30900248	1	1	NA
chr3	30900268	30900270	1	1	NA
chr3	30935612	30935614	19	1	NA
chr3	30935616	30935618	19	1	NA
chr3	30996711	30996713	1	1	NA
chr3	31016786	31016788	1	1	NA
chr3	31028293	31028295	1	1	NA
chr3	31052234	31052236	1	1	NA
chr3	31061601	31061603	1	1	NA
chr3	31095150	31095152	1	1	NA
chr3	31148658	31148660	1	1	NA
chr3	31176349	31176351	1	1	NA
chr3	31191635	31191637	19	1	NA
chr3	31219770	31219772	1	1	NA
chr3	31241004	31241006	1	1	NA
chr3	31292470	31292472	1	1	NA
chr3	31302157	31302159	1	1	NA
chr3	31305791	31305793	1	1	NA
chr3	31315419	31315421	2	1	NA
chr3	31318490	31323082	1	6	NA
chr3	31323788	31323790	2	1	NA
chr3	31325711	31388283	1	37	NA
chr3	31390368	31417000	3	22	NA
chr3	31417347	31417349	2	1	NA
chr3	31420700	31459085	3	14	NA
chr3	31459685	31459687	4	1	NA
chr3	31459733	31521453	3	28	NA
chr3	31522097	31522099	4	1	NA
chr3	31524733	31542369	3	7	NA
chr3	31545797	31545799	4	1	NA
chr3	31546584	31622915	3	43	NA
chr3	31623094	31623096	4	1	NA
chr3	31623098	31623100	4	1	NA
chr3	31627885	31636906	3	10	NA
chr3	31637874	31637876	4	1	NA
chr3	31637883	31637885	4	1	NA
chr3	31642091	31654082	3	9	NA
chr3	31657524	31657526	4	1	NA
chr3	31662032	31665014	3	4	NA
chr3	31665082	31665084	4	1	NA
chr3	31668033	31668035	3	1	NA
chr3	31674513	31674515	4	1	NA
chr3	31677270	31683323	3	6	NA
chr3	31683409	31683411	4	1	NA
chr3	31683590	31693545	3	7	NA
chr3	31694322	31694324	4	1	NA
chr3	31694384	31698376	3	5	NA
chr3	31698853	31698855	4	1	NA
chr3	31698857	31698859	4	1	NA
chr3	31699694	31699696	3	1	NA
chr3	31702623	31702625	3	1	NA
chr3	31702801	31702803	4	1	NA
chr3	31702808	31702810	4	1	NA
chr3	31708417	31708419	4	1	NA
chr3	31708631	31709300	3	3	NA
chr3	31709345	31709347	4	1	NA
chr3	31710519	31823171	3	58	NA
chr3	31824498	31824526	4	3	NA
chr3	31824806	31870326	3	24	NA
chr3	31870646	31870648	4	1	NA
chr3	31871312	31917839	3	23	NA
chr3	31925566	31925568	4	1	NA
chr3	31927740	31931348	3	4	NA
chr3	31933741	31933743	4	1	NA
chr3	31935082	31975176	3	34	NA
chr3	31980126	31980128	4	1	NA
chr3	31987464	32041898	3	33	NA
chr3	32042907	32042909	4	1	NA
chr3	32043297	32043299	3	1	NA
chr3	32043479	32043481	4	1	NA
chr3	32043480	32043482	4	1	NA
chr3	32051584	32080311	3	24	NA
chr3	32080914	32080916	4	1	NA
chr3	32083552	32083554	4	1	NA
chr3	32086219	32106474	3	10	NA
chr3	32108066	32108068	2	1	NA
chr3	32108540	32113238	3	3	NA
chr3	32116191	32116193	4	1	NA
chr3	32116484	32181596	3	61	NA
chr3	32186568	32186570	4	1	NA
chr3	32187003	32188401	3	4	NA
chr3	32188427	32188429	4	1	NA
chr3	32189954	32354268	3	39	NA
chr3	32365310	32365312	5	1	NA
chr3	32365311	32365313	5	1	NA
chr3	32372548	32372550	4	1	NA
chr3	32382443	32443339	3	23	NA
chr3	32444253	32444255	4	1	NA
chr3	32444539	32539343	3	13	NA
chr3	32539692	32539694	4	1	NA
chr3	32541762	32564157	3	19	NA
chr3	32564285	32564287	4	1	NA
chr3	32564357	32576574	3	9	NA
chr3	32576640	32576642	4	1	NA
chr3	32576641	32576643	4	1	NA
chr3	32576679	32576681	3	1	NA
chr3	32577615	32577617	3	1	NA
chr3	32581741	32581743	4	1	NA
chr3	32584412	32588592	3	4	NA
chr3	32591047	32591049	4	1	NA
chr3	32591597	32657081	3	38	NA
chr3	32661138	32661140	4	1	NA
chr3	32661867	32739364	3	58	NA
chr3	32739660	32739662	4	1	NA
chr3	32748925	32748927	3	1	NA
chr3	32752912	32752914	3	1	NA
chr3	32753678	32753680	4	1	NA
chr3	32758410	32807368	3	36	NA
chr3	32809263	32809265	19	1	NA
chr3	32809999	32915139	3	9	NA
chr3	32915541	32915543	4	1	NA
chr3	32917590	32917592	19	1	NA
chr3	32938640	32938642	3	1	NA
chr3	32940335	32940337	4	1	NA
chr3	32956380	33030679	3	6	NA
chr3	33035326	33035328	5	1	NA
chr3	33035340	33035342	4	1	NA
chr3	33035348	33035350	4	1	NA
chr3	33041419	33070148	3	20	NA
chr3	33070430	33070432	4	1	NA
chr3	33070451	33070453	4	1	NA
chr3	33073902	33081091	3	6	NA
chr3	33082559	33082561	4	1	NA
chr3	33084373	33084668	3	3	NA
chr3	33086494	33086496	4	1	NA
chr3	33086502	33086504	4	1	NA
chr3	33087599	33091263	3	3	NA
chr3	33091923	33091925	4	1	NA
chr3	33091934	33187721	3	49	NA
chr3	33187825	33187827	4	1	NA
chr3	33187827	33187829	4	1	NA
chr3	33188083	33223196	3	19	NA
chr3	33228524	33228526	4	1	NA
chr3	33228556	33228558	3	1	NA
chr3	33229528	33229530	2	1	NA
chr3	33234268	33335831	3	30	NA
chr3	33343917	33343919	4	1	NA
chr3	33345340	33345342	3	1	NA
chr3	33352688	33352690	4	1	NA
chr3	33372862	33599162	3	40	NA
chr3	33603014	33603016	4	1	NA
chr3	33609919	33609921	3	1	NA
chr3	33610169	33610171	3	1	NA
chr3	33624031	33624033	4	1	NA
chr3	33624086	33697709	3	38	NA
chr3	33712201	33781118	4	4	NA
chr3	33796747	33981659	3	12	NA
chr3	33993489	33993491	19	1	NA
chr3	33993498	33993500	19	1	NA
chr3	33996776	34128164	3	32	NA
chr3	34137497	34137499	4	1	NA
chr3	34137510	34149244	3	7	NA
chr3	34154621	34154623	4	1	NA
chr3	34155106	34155108	4	1	NA
chr3	34155355	34211930	3	5	NA
chr3	34213700	34213702	4	1	NA
chr3	34217709	34243456	3	6	NA
chr3	34250782	34250784	4	1	NA
chr3	34254115	34440973	3	24	NA
chr3	34441302	34441304	4	1	NA
chr3	34453614	34486094	3	21	NA
chr3	34494569	34494571	4	1	NA
chr3	34494572	34494574	4	1	NA
chr3	34503476	34503478	4	1	NA
