chr	start	end	nSNPs	anc	intSize
chr1	9596557	9596559	1	plat	2
chr1	9596930	9596996	5	plat	66
chr1	9597098	9597100	1	plat	2
chr1	9597360	9597362	1	plat	2
chr1	9597400	9597402	1	plat	2
chr1	9598185	9598187	1	plat	2
chr1	9598640	9598642	1	plat	2
chr1	9599205	9599207	1	plat	2
chr1	9599286	9599288	1	plat	2
chr1	9599580	9599582	1	plat	2
chr1	9600096	9600098	1	plat	2
chr1	9600137	9600139	1	plat	2
chr1	9600295	9600297	1	pmex	2
chr1	9600468	9600470	1	plat	2
chr1	9600474	9600476	1	plat	2
chr1	9601135	9601137	1	plat	2
chr1	9601138	9601140	1	plat	2
chr1	9601359	9601361	1	plat	2
chr1	9601571	9601573	1	plat	2
chr1	9601679	9601924	3	plat	245
chr1	9602007	9602009	1	plat	2
chr1	9602013	9602015	1	plat	2
chr1	9602173	9602175	1	plat	2
chr1	9602492	9602494	1	plat	2
chr1	9602631	9602633	1	plat	2
chr1	9602702	9602704	1	plat	2
chr1	9603124	9603534	4	plat	410
chr1	9603927	9603929	1	plat	2
chr1	9604141	9604143	1	plat	2
chr1	9604277	9604279	1	plat	2
chr1	9604429	9604431	1	plat	2
chr1	9604473	9604475	1	plat	2
chr1	9604508	9604510	1	plat	2
chr1	9604839	9604841	1	plat	2
chr1	9605500	9605502	1	plat	2
chr1	9605513	9605515	1	plat	2
chr1	9605607	9605609	1	plat	2
chr1	9605792	9605794	1	plat	2
chr1	9605928	9605951	3	plat	23
chr1	9606219	9606221	1	plat	2
chr1	9606561	9606563	1	plat	2
chr1	9606647	9606649	1	plat	2
chr1	9606794	9606796	1	plat	2
chr1	9606834	9606836	1	plat	2
chr1	9606869	9606871	1	plat	2
chr1	9606965	9606967	1	plat	2
chr1	9607075	9607077	1	plat	2
chr1	9607815	9607817	1	plat	2
chr1	9607914	9607916	1	plat	2
chr1	9607971	9607973	1	plat	2
chr1	9608211	9608213	1	pmex	2
chr1	9608387	9608389	1	pmex	2
chr1	9608542	9608544	1	plat	2
chr1	9608657	9608659	1	pmex	2
chr1	9608941	9608962	3	plat	21
chr1	9609004	9609006	1	plat	2
chr1	9609619	9609621	1	plat	2
chr1	9610061	9610078	4	plat	17
chr1	9610135	9610137	1	plat	2
chr1	9610142	9610144	1	plat	2
chr1	9610456	9610458	1	plat	2
chr1	9610768	9610770	1	plat	2
chr1	9610839	9610841	1	plat	2
chr1	9610897	9610899	1	plat	2
chr1	9610902	9610904	1	pmex	2
chr1	9610983	9610985	1	plat	2
chr1	9611217	9611219	1	plat	2
chr1	9611305	9611307	1	plat	2
chr1	9611368	9611370	1	plat	2
chr1	9611458	9611460	1	plat	2
chr1	9611628	9611630	1	plat	2
chr1	9611734	9611803	3	plat	69
chr1	9611843	9611845	1	plat	2
chr1	9611870	9611922	3	plat	52
chr1	9612273	9612482	13	plat	209
chr1	9612702	9612704	1	plat	2
chr1	9612743	9612830	3	plat	87
chr1	9612955	9612957	1	pmex	2
chr1	9613211	9613213	1	plat	2
chr1	9613290	9613292	1	plat	2
chr1	9613435	9613437	1	plat	2
chr1	9613472	9613474	1	plat	2
chr1	9613538	9613873	13	plat	335
chr1	9614086	9614088	1	plat	2
chr1	9614153	9614263	8	plat	110
chr1	9614323	9614325	1	plat	2
chr1	9614371	9614373	1	plat	2
chr1	9614463	9614465	1	plat	2
chr1	9614586	9614723	4	plat	137
chr1	9615194	9615196	1	plat	2
chr1	9616239	9616241	1	plat	2
chr1	9616240	9616242	1	plat	2
chr1	9616489	9616491	1	plat	2
chr1	9616542	9616544	1	pmex	2
chr1	9616777	9616779	1	plat	2
chr1	9616885	9616887	1	pmex	2
chr1	9617585	9617667	3	plat	82
chr1	9618113	9618115	1	plat	2
chr1	9618150	9618152	1	plat	2
chr1	9620060	9620062	1	plat	2
chr1	9620061	9620063	1	plat	2
chr1	9620219	9620221	1	plat	2
chr1	9620222	9620224	1	plat	2
chr1	9620270	9620272	1	pmex	2
chr1	9620362	9620364	1	pmex	2
chr1	9620525	9620660	4	pmex	135
chr1	9628935	9629640	6	pmex	705
chr1	9629793	9629795	1	pmex	2
chr1	9629804	9629806	1	pmex	2
chr1	9629928	9629930	1	plat	2
chr1	9630098	9630100	1	pmex	2
chr1	9630183	9630185	1	pmex	2
chr1	9630250	9630252	1	pmex	2
chr1	9630256	9630258	1	pmex	2
chr1	9630307	9630309	1	pmex	2
chr1	9630314	9630316	1	pmex	2
chr1	9630397	9630399	1	pmex	2
chr1	9630511	9630642	5	pmex	131
chr1	9630702	9630704	1	plat	2
chr1	9630756	9630758	1	pmex	2
chr1	9630780	9630782	1	plat	2
chr1	9630791	9631072	4	pmex	281
chr1	9631168	9631170	1	pmex	2
chr1	9631211	9631213	1	pmex	2
chr1	9631500	9631687	3	pmex	187
chr1	9632464	9632466	1	pmex	2
chr1	9632495	9632497	1	pmex	2
chr1	9632703	9632705	1	plat	2
chr1	9632722	9632916	11	pmex	194
chr1	9632927	9632941	5	pmex	14
chr1	9632962	9633138	8	pmex	176
chr1	9633158	9633160	1	pmex	2
chr1	9633167	9633169	1	pmex	2
chr1	9633196	9633198	1	pmex	2
chr1	9633206	9633287	5	pmex	81
chr1	9633311	9633313	1	pmex	2
chr1	9633313	9633315	1	pmex	2
chr1	9633657	9633659	1	plat	2
chr1	9634303	9634305	1	plat	2
chr1	9634517	9634519	1	plat	2
chr1	9635535	9635537	1	plat	2
chr1	9636160	9636162	1	plat	2
chr1	9636566	9636568	1	plat	2
chr1	9637950	9637952	1	plat	2
chr1	9638672	9638674	1	plat	2
chr1	9638847	9638849	1	plat	2
chr1	9641646	9641648	1	plat	2
chr1	9642964	9642966	1	plat	2
chr1	9643739	9643741	1	plat	2
chr1	9644685	9644687	1	plat	2
chr1	9645169	9645171	1	plat	2
chr1	9645726	9645728	1	plat	2
chr1	9645921	9645923	1	plat	2
chr1	9646735	9646737	1	plat	2
chr1	9647105	9647107	1	plat	2
chr1	9647236	9647238	1	plat	2
chr1	9647452	9647454	1	plat	2
chr1	9647603	9647605	1	plat	2
chr1	9648392	9648394	1	plat	2
chr1	9648478	9648480	1	plat	2
chr1	9649044	9649046	1	plat	2
chr1	9649108	9649110	1	pmex	2
chr1	9649181	9649183	1	plat	2
chr1	9649442	9649444	1	plat	2
chr1	9649935	9649937	1	plat	2
chr1	9650994	9650996	1	pmex	2
chr1	9651744	9651746	1	plat	2
chr1	9651930	9651932	1	plat	2
chr1	9652207	9652209	1	plat	2
chr1	9652470	9652472	1	plat	2
chr1	9652471	9652473	1	plat	2
chr1	9652530	9652532	1	plat	2
chr1	9652643	9652645	1	plat	2
chr1	9652755	9652757	1	plat	2
chr1	9652878	9652880	1	plat	2
chr1	9653581	9653583	1	plat	2
chr1	9653941	9653943	1	plat	2
chr1	9654101	9654103	1	plat	2
chr1	9654485	9654509	3	plat	24
chr1	9655021	9655023	1	plat	2
chr1	9655129	9655131	1	plat	2
chr1	9655449	9655451	1	plat	2
chr1	9655933	9655935	1	plat	2
chr1	9657383	9657385	1	plat	2
chr1	9657522	9657524	1	plat	2
chr1	9657807	9657809	1	plat	2
chr1	9657933	9657935	1	pmex	2
chr1	9658075	9658077	1	plat	2
chr1	9658130	9658132	1	plat	2
chr1	9658671	9658673	1	pmex	2
chr1	9658834	9658836	1	plat	2
chr1	9658917	9658919	1	plat	2
chr1	9658984	9658986	1	plat	2
chr1	9659697	9659699	1	plat	2
chr1	9660620	9660622	1	plat	2
chr1	9660938	9660940	1	plat	2
chr1	9661161	9661163	1	plat	2
chr1	9661274	9661276	1	plat	2
chr1	9661337	9661373	6	plat	36
chr1	9661386	9661388	1	plat	2
chr1	9661443	9661445	1	plat	2
chr1	9661468	9661470	1	plat	2
chr1	9662042	9662044	1	plat	2
chr1	9662149	9662151	1	plat	2
chr1	9662587	9662589	1	plat	2
chr1	9663335	9663337	1	pmex	2
chr1	9663988	9663990	1	plat	2
chr1	9664329	9664331	1	plat	2
chr1	9665726	9665728	1	plat	2
chr1	9665915	9665917	1	pmex	2
chr1	9667788	9667790	1	plat	2
chr1	9667922	9667924	1	pmex	2
chr1	9667923	9667925	1	pmex	2
chr1	9668311	9668313	1	plat	2
chr1	9668345	9668347	1	plat	2
chr1	9668508	9668510	1	pmex	2
chr1	9668518	9668520	1	plat	2
chr1	9669047	9669049	1	pmex	2
chr1	9669289	9669291	1	pmex	2
chr1	9669521	9669531	7	pmex	10
chr1	9669740	9669742	1	pmex	2
chr1	9669811	9669813	1	plat	2
chr1	9669828	9669830	1	plat	2
chr1	9670744	9670746	1	plat	2
chr1	9672053	9672061	5	plat	8
chr1	9672187	9672189	1	plat	2
chr1	9672455	9672457	1	pmex	2
chr1	9672456	9672458	1	pmex	2
chr1	9673266	9673268	1	pmex	2
chr1	9673953	9673955	1	pmex	2
chr1	9673956	9673958	1	pmex	2
chr1	9674569	9674571	1	plat	2
chr1	9675917	9675919	1	plat	2
chr1	9676535	9676537	1	plat	2
chr1	9676626	9676631	4	plat	5
chr1	9677889	9677891	1	plat	2
chr1	9677897	9677899	1	plat	2
chr1	9678549	9678551	1	plat	2
chr1	9678779	9678781	1	plat	2
chr1	9678859	9678861	1	plat	2
chr1	9678860	9678862	1	plat	2
chr1	9680497	9680499	1	plat	2
chr1	9680498	9680500	1	plat	2
chr1	9680846	9680848	1	plat	2
chr1	9682406	9682408	1	plat	2
chr1	9682515	9682517	1	pmex	2
chr1	9683043	9683045	1	plat	2
chr1	9692152	9692154	1	plat	2
chr1	9692837	9692839	1	plat	2
chr1	9693040	9693042	1	pmex	2
chr1	9693418	9693420	1	plat	2
chr1	9693778	9693780	1	plat	2
chr1	9695371	9695373	1	plat	2
chr1	9695441	9695443	1	pmex	2
chr1	9695512	9695535	3	plat	23
chr1	9695640	9695642	1	plat	2
chr1	9695801	9695803	1	pmex	2
chr1	9695863	9695865	1	plat	2
chr1	9695980	9695982	1	pmex	2
chr1	9696069	9696071	1	plat	2
chr1	9696164	9696166	1	plat	2
chr1	9697615	9697617	1	plat	2
chr1	9697664	9697666	1	plat	2
chr1	9697673	9697675	1	plat	2
chr1	9697757	9697759	1	plat	2
chr1	9698410	9698412	1	plat	2
chr1	9699013	9699015	1	plat	2
chr1	9701074	9701076	1	plat	2
chr1	9702012	9702014	1	plat	2
chr1	9702449	9702451	1	plat	2
chr1	9703000	9703002	1	plat	2
chr1	9705806	9705808	1	pmex	2
chr1	9706295	9706297	1	plat	2
chr1	9707499	9707501	1	plat	2
chr1	9707687	9707689	1	plat	2
chr1	9707705	9707707	1	pmex	2
chr1	9708157	9708159	1	plat	2
chr1	9709060	9709062	1	plat	2
chr1	9709218	9709220	1	plat	2
chr1	9709622	9709624	1	plat	2
chr1	9709780	9709782	1	plat	2
chr1	9711198	9711200	1	plat	2
chr1	9711653	9711655	1	pmex	2
chr1	9711824	9711826	1	plat	2
chr1	9711877	9711879	1	plat	2
chr1	9713237	9713239	1	plat	2
chr1	9713466	9713468	1	plat	2
chr1	9714303	9714305	1	pmex	2
chr1	9714410	9714412	1	plat	2
chr1	9714448	9714450	1	plat	2
chr1	9714869	9714871	1	plat	2
chr1	9714969	9714971	1	plat	2
chr1	9715377	9715379	1	plat	2
chr1	9715415	9715417	1	plat	2
chr1	9717617	9717619	1	pmex	2
chr1	9719397	9719405	3	pmex	8
chr1	9719827	9719829	1	plat	2
chr1	9720001	9720003	1	pmex	2
chr1	9720355	9720357	1	plat	2
chr1	9722505	9722507	1	pmex	2
chr1	9722671	9722673	1	plat	2
chr1	9724182	9724184	1	plat	2
chr1	9724187	9724189	1	plat	2
chr1	9724470	9724472	1	plat	2
chr1	9727323	9727325	1	plat	2
chr1	9727615	9727617	1	pmex	2
chr1	9727664	9727666	1	pmex	2
chr1	9728238	9728254	3	pmex	16
chr1	9728712	9728714	1	plat	2
chr1	9729208	9729210	1	plat	2
chr1	9731588	9731590	1	pmex	2
chr1	9731624	9731626	1	plat	2
chr1	9731996	9731998	1	plat	2
chr1	9732330	9732332	1	plat	2
chr1	9732331	9732333	1	plat	2
chr1	9732856	9732858	1	plat	2
chr1	9734793	9734795	1	plat	2
chr1	9735159	9735161	1	plat	2
chr1	9736148	9736150	1	plat	2
chr1	9736216	9736218	1	plat	2
chr1	9736540	9736548	4	plat	8
chr1	9736789	9736791	1	plat	2
chr1	9736847	9736849	1	plat	2
chr1	9736890	9736892	1	plat	2
chr1	9737026	9737070	6	plat	44
chr1	9738330	9738332	1	plat	2
chr1	9739260	9739262	1	plat	2
chr1	9739856	9739971	3	plat	115
chr1	9740125	9740127	1	plat	2
chr1	9740212	9740214	1	plat	2
chr1	9740927	9740929	1	plat	2
chr1	9741030	9741032	1	plat	2
chr1	9741108	9741110	1	plat	2
chr1	9741173	9741416	6	plat	243
chr1	9742459	9742461	1	pmex	2
chr1	9742922	9742924	1	plat	2
chr1	9744089	9744091	1	pmex	2
chr1	9744663	9744665	1	plat	2
chr1	9745210	9745212	1	plat	2
chr1	9745435	9745476	3	plat	41
chr1	9745917	9745919	1	pmex	2
chr1	9746135	9746137	1	pmex	2
chr1	9746328	9746330	1	plat	2
chr1	9746350	9746352	1	plat	2
chr1	9746361	9746363	1	plat	2
chr1	9746495	9746497	1	plat	2
chr1	9747656	9747658	1	plat	2
chr1	9748491	9748493	1	plat	2
chr1	9748564	9748566	1	plat	2
chr1	9749139	9749141	1	plat	2
chr1	9749174	9749176	1	plat	2
chr1	9749340	9749342	1	plat	2
chr1	9749680	9749685	4	plat	5
chr1	9750302	9750304	1	plat	2
chr1	9751332	9751358	8	pmex	26
chr1	9752374	9752376	1	plat	2
chr1	9752628	9752630	1	plat	2
chr1	9752913	9753161	4	plat	248
chr1	9753883	9753885	1	plat	2
chr1	9753884	9753886	1	plat	2
chr1	9755460	9755462	1	plat	2
chr1	9755821	9755823	1	plat	2
chr1	9756741	9756743	1	plat	2
chr1	9756780	9756782	1	pmex	2
chr1	9757131	9757133	1	plat	2
chr1	9757398	9757400	1	plat	2
chr1	9758530	9758532	1	plat	2
chr1	9759000	9759002	1	plat	2
chr1	9759072	9759074	1	plat	2
chr1	9759770	9759772	1	plat	2
chr1	9760499	9760501	1	plat	2
chr1	9761400	9761402	1	plat	2
chr1	9763350	9763352	1	plat	2
chr1	9763576	9763578	1	plat	2
chr1	9763866	9763868	1	plat	2
chr1	9764732	9764734	1	plat	2
chr1	9767203	9767205	1	plat	2
chr1	9767540	9767542	1	pmex	2
chr1	9772536	9772538	1	plat	2
chr1	9772820	9772822	1	plat	2
chr1	9772890	9772892	1	plat	2
chr1	9773155	9773157	1	plat	2
chr1	9774964	9774966	1	plat	2
chr1	9775156	9775158	1	plat	2
chr1	9777464	9777466	1	plat	2
chr1	9779137	9779139	1	plat	2
chr1	9781955	9781957	1	plat	2
chr1	9782257	9782259	1	plat	2
chr1	9783814	9783816	1	plat	2
chr1	9783885	9783887	1	plat	2
chr1	9784060	9784062	1	plat	2
chr1	9784206	9784208	1	plat	2
chr1	9784993	9784995	1	pmex	2
chr1	9786331	9786333	1	pmex	2
chr1	9787072	9787074	1	plat	2
chr1	9788259	9788261	1	plat	2
chr1	9788835	9788837	1	plat	2
chr1	9791415	9791417	1	plat	2
chr1	9791630	9791632	1	plat	2
chr1	9791814	9791816	1	plat	2
chr1	9791815	9791817	1	plat	2
chr1	9792365	9792367	1	plat	2
chr1	9794517	9794519	1	plat	2
chr1	9797664	9797666	1	plat	2
chr1	9798147	9798149	1	plat	2
chr1	9799252	9799254	1	plat	2
chr1	9799299	9799301	1	plat	2
chr1	9799631	9799633	1	plat	2
chr1	9799746	9799748	1	plat	2
chr1	9800132	9800134	1	plat	2
chr1	9800206	9800208	1	plat	2
chr1	9802490	9802492	1	plat	2
chr1	9802494	9802496	1	plat	2
chr1	9802825	9802912	3	plat	87
chr1	9803020	9803022	1	plat	2
chr1	9804823	9804825	1	plat	2
chr1	9804868	9804941	3	plat	73
chr1	9805204	9805274	3	plat	70
chr1	9805338	9805340	1	plat	2
chr1	9805445	9805447	1	plat	2
chr1	9805495	9805497	1	plat	2
chr1	9806255	9806257	1	pmex	2
chr1	9806287	9806289	1	plat	2
chr1	9806401	9806403	1	plat	2
chr1	9806640	9806642	1	plat	2
chr1	9807414	9807416	1	plat	2
chr1	9808015	9808017	1	plat	2
chr1	9808509	9808511	1	plat	2
chr1	9809089	9809091	1	plat	2
chr1	9809110	9809112	1	plat	2
chr1	9809329	9809331	1	plat	2
chr1	9809603	9809605	1	plat	2
chr1	9809702	9809704	1	plat	2
chr1	9810150	9810152	1	pmex	2
chr1	9810151	9810153	1	pmex	2
chr1	9811201	9811203	1	pmex	2
chr1	9811321	9811323	1	plat	2
chr1	9811447	9811449	1	plat	2
chr1	9811510	9811512	1	plat	2
chr1	9812073	9812075	1	plat	2
chr1	9812175	9812177	1	plat	2
chr1	9812192	9812194	1	plat	2
chr1	9813417	9813419	1	plat	2
chr1	9813499	9813501	1	pmex	2
chr1	9813513	9813515	1	plat	2
chr1	9813905	9813907	1	plat	2
chr1	9814459	9814461	1	plat	2
chr1	9815689	9815691	1	plat	2
chr1	9815757	9815759	1	plat	2
chr1	9815850	9815852	1	plat	2
chr1	9815972	9815974	1	plat	2
chr1	9816395	9816397	1	plat	2
chr1	9816664	9816666	1	plat	2
chr1	9816993	9816995	1	pmex	2
chr1	9817166	9817168	1	plat	2
chr1	9817354	9817356	1	plat	2
chr1	9817364	9817381	3	pmex	17
chr1	9817481	9817483	1	plat	2
chr1	9817539	9817541	1	plat	2
chr1	9817687	9817689	1	plat	2
chr1	9818127	9818129	1	plat	2
chr1	9820417	9820419	1	plat	2
chr1	9820827	9820829	1	plat	2
chr1	9821528	9821530	1	pmex	2
chr1	9821621	9821623	1	plat	2
chr1	9821637	9821639	1	pmex	2
chr1	9822086	9822088	1	pmex	2
chr1	9822146	9822148	1	pmex	2
chr1	9822159	9822161	1	pmex	2
chr1	9822241	9822243	1	pmex	2
chr1	9823106	9823108	1	pmex	2
chr1	9823532	9823534	1	plat	2
chr1	9823813	9823815	1	plat	2
chr1	9824153	9824155	1	plat	2
chr1	9824346	9824348	1	plat	2
chr1	9825132	9825134	1	pmex	2
chr1	9826065	9826067	1	plat	2
chr1	9826468	9826477	4	pmex	9
chr1	9826505	9826507	1	plat	2
chr1	9826640	9826642	1	plat	2
chr1	9827505	9827507	1	pmex	2
chr1	9829355	9829357	1	plat	2
chr1	9829356	9829358	1	plat	2
chr1	9829983	9829985	1	plat	2
chr1	9832603	9832605	1	plat	2
chr1	9833168	9833170	1	plat	2
chr1	9833438	9833440	1	pmex	2
chr1	9833940	9833942	1	plat	2
chr1	9833941	9833943	1	plat	2
chr1	9833991	9833993	1	plat	2
chr1	9834786	9834788	1	plat	2
chr1	9837159	9837161	1	plat	2
chr1	9837526	9837528	1	plat	2
chr1	9837559	9837561	1	plat	2
chr1	9837670	9837672	1	plat	2
chr1	9837747	9837749	1	plat	2
chr1	9837801	9837803	1	plat	2
chr1	9838089	9838091	1	plat	2
chr1	9838128	9838130	1	plat	2
chr1	9838388	9838390	1	plat	2
chr1	9838729	9838731	1	plat	2
chr1	9841619	9841621	1	plat	2
chr1	9842710	9842712	1	pmex	2
chr1	9842904	9842906	1	plat	2
chr1	9843107	9843109	1	plat	2
chr1	9843558	9843560	1	plat	2
chr1	9845151	9845153	1	plat	2
chr1	9845477	9845479	1	plat	2
chr1	9845965	9845967	1	pmex	2
chr1	9847380	9847382	1	plat	2
chr1	9848179	9848181	1	plat	2
chr1	9849358	9849360	1	plat	2
chr1	9849547	9849549	1	plat	2
chr1	9850064	9850066	1	plat	2
chr1	9850471	9850473	1	plat	2
chr1	9850813	9850815	1	plat	2
chr1	9851100	9851102	1	pmex	2
chr1	9852160	9852162	1	plat	2
chr1	9852417	9852419	1	plat	2
chr1	9852562	9852574	5	pmex	12
chr1	9853151	9853167	6	pmex	16
chr1	9853529	9853531	1	plat	2
chr1	9853852	9853854	1	pmex	2
chr1	9854037	9854039	1	pmex	2
chr1	9854040	9854042	1	pmex	2
chr1	9854624	9854629	4	plat	5
chr1	9856095	9856097	1	plat	2
chr1	9858601	9858603	1	plat	2
chr1	9859524	9859526	1	pmex	2
chr1	9859531	9859533	1	plat	2
chr1	9859971	9859973	1	plat	2
chr1	9860277	9860279	1	plat	2
chr1	9860325	9860327	1	plat	2
chr1	9860361	9860363	1	plat	2
chr1	9860422	9860424	1	plat	2
chr1	9860541	9860543	1	plat	2
chr1	9860976	9860978	1	plat	2
chr1	9861042	9861044	1	plat	2
chr1	9861302	9861304	1	plat	2
chr1	9861449	9861451	1	plat	2
chr1	9861716	9861718	1	plat	2
chr1	9861932	9861934	1	plat	2
chr1	9861933	9861935	1	plat	2
chr1	9862118	9862120	1	plat	2
chr1	9862340	9862342	1	plat	2
chr1	9862392	9862656	4	plat	264
chr1	9863302	9863304	1	plat	2
chr1	9863452	9863454	1	plat	2
chr1	9863685	9863687	1	plat	2
chr1	9864207	9864209	1	pmex	2
chr1	9864212	9864214	1	pmex	2
chr1	9865679	9865681	1	plat	2
chr1	9866172	9866174	1	pmex	2
chr1	9866174	9866176	1	pmex	2
chr1	9866474	9866476	1	plat	2
chr1	9866830	9866832	1	plat	2
chr1	9868360	9868362	1	plat	2
chr1	9868713	9868715	1	plat	2
chr1	9869088	9869090	1	plat	2
chr1	9871151	9871153	1	plat	2
chr1	9871186	9871188	1	plat	2
chr1	9871478	9871480	1	plat	2
chr1	9871572	9871574	1	pmex	2
chr1	9872522	9872524	1	pmex	2
chr1	9872659	9872661	1	pmex	2
chr1	9872713	9872715	1	plat	2
chr1	9873798	9873800	1	plat	2
chr1	9874116	9874118	1	pmex	2
chr1	9874549	9874551	1	plat	2
chr1	9874961	9874963	1	plat	2
chr1	9875328	9875335	5	plat	7
chr1	9876674	9876676	1	plat	2
chr1	9877864	9877866	1	plat	2
chr1	9878171	9878173	1	plat	2
chr1	9878472	9878474	1	plat	2
chr1	9879323	9879325	1	plat	2
chr1	9879377	9879379	1	plat	2
chr1	9879463	9879465	1	plat	2
chr1	9879673	9879675	1	plat	2
chr1	9880353	9880355	1	plat	2
chr1	9880823	9880825	1	plat	2
chr1	9880866	9880868	1	plat	2
chr1	9881704	9881733	3	pmex	29
chr1	9883055	9883057	1	pmex	2
chr1	9883104	9883106	1	plat	2
chr1	9883109	9883111	1	plat	2
chr1	9883503	9883505	1	plat	2
chr1	9883504	9883506	1	plat	2
chr1	9883928	9883930	1	plat	2
chr1	9884233	9884235	1	pmex	2
chr1	9884617	9884619	1	pmex	2
chr1	9885171	9885173	1	plat	2
chr1	9885250	9885252	1	plat	2
chr1	9885369	9885371	1	plat	2
chr1	9885375	9885377	1	plat	2
chr1	9887646	9887648	1	plat	2
chr1	9888973	9888975	1	plat	2
chr1	9889139	9889141	1	plat	2
chr1	9889171	9889173	1	plat	2
chr1	9889518	9889520	1	plat	2
chr1	9889991	9889993	1	plat	2
chr1	9890847	9890849	1	plat	2
chr1	9891901	9891903	1	plat	2
chr1	9893291	9893295	3	plat	4
chr1	9893355	9893357	1	pmex	2
chr1	9893430	9893503	3	plat	73
chr1	9893519	9893521	1	plat	2
chr1	9893561	9893563	1	plat	2
chr1	9893864	9893866	1	plat	2
chr1	9893889	9893891	1	plat	2
chr1	9895452	9895454	1	plat	2
chr1	9896645	9896647	1	plat	2
chr1	9897102	9897104	1	plat	2
chr1	9898685	9898687	1	plat	2
chr1	9899027	9899029	1	plat	2
chr1	9899074	9899076	1	plat	2
chr1	9899100	9899102	1	plat	2
chr1	9899270	9899272	1	plat	2
chr1	9899366	9899368	1	plat	2
chr1	9899369	9899371	1	plat	2
chr1	9899751	9899753	1	plat	2
chr1	9899758	9899760	1	plat	2
chr1	9900230	9900232	1	plat	2
chr1	9902273	9902275	1	plat	2
chr1	9902499	9902501	1	pmex	2
chr1	9902687	9902689	1	plat	2
chr1	9903115	9903117	1	plat	2
chr1	9903138	9903140	1	plat	2
chr1	9903823	9903825	1	plat	2
chr1	9903831	9903833	1	plat	2
chr1	9903945	9903947	1	plat	2
chr1	9904333	9904335	1	plat	2
chr1	9904688	9904690	1	plat	2
chr1	9904842	9904844	1	pmex	2
chr1	9904947	9904949	1	pmex	2
chr1	9904966	9904968	1	plat	2
chr1	9905472	9905474	1	plat	2
chr1	9906200	9906202	1	plat	2
chr1	9906927	9906929	1	plat	2
chr1	9907277	9907279	1	plat	2
chr1	9907287	9907289	1	plat	2
chr1	9907609	9907611	1	plat	2
chr1	9907737	9907739	1	plat	2
chr1	9907738	9907740	1	plat	2
chr1	9915649	9915651	1	pmex	2
chr1	9915791	9915793	1	plat	2
chr1	9915914	9915916	1	plat	2
chr1	9915971	9915973	1	plat	2
chr1	9917297	9917299	1	plat	2
chr1	9917803	9917805	1	pmex	2
chr1	9918170	9918172	1	plat	2
chr1	9918400	9918402	1	plat	2
chr1	9918882	9918884	1	plat	2
chr1	9919912	9919914	1	pmex	2
chr1	9920591	9920593	1	pmex	2
chr1	9921329	9921331	1	plat	2
chr1	9921467	9921469	1	plat	2
chr1	9921821	9921823	1	plat	2
chr1	9921822	9921824	1	plat	2
chr1	9922053	9922055	1	plat	2
chr1	9922316	9922318	1	plat	2
chr1	9922399	9922401	1	plat	2
chr1	9922946	9922948	1	pmex	2
chr1	9924246	9924248	1	pmex	2
chr1	9925324	9925326	1	plat	2
chr1	9941854	9941856	1	pmex	2
chr1	9942610	9942612	1	plat	2
chr1	9944091	9944093	1	plat	2
chr1	9944420	9944422	1	plat	2
chr1	9945428	9945430	1	plat	2
chr1	9945448	9945450	1	plat	2
chr1	9945950	9945952	1	plat	2
chr1	9946496	9946498	1	plat	2
chr1	9946758	9946760	1	pmex	2
chr1	9946783	9946785	1	pmex	2
chr1	9947217	9947219	1	plat	2
chr1	9947621	9947623	1	plat	2
chr1	9947803	9947805	1	plat	2
chr1	9948116	9948118	1	plat	2
chr1	9948156	9948158	1	plat	2
chr1	9948208	9948210	1	plat	2
chr1	9948317	9948319	1	plat	2
chr1	9949283	9949285	1	plat	2
chr1	9950019	9950021	1	pmex	2
chr1	9951861	9951863	1	plat	2
chr1	9952248	9952250	1	plat	2
chr1	9952942	9952944	1	plat	2
chr1	9953213	9953348	5	plat	135
chr1	9953503	9953505	1	plat	2
chr1	9953759	9953761	1	plat	2
chr1	9953981	9953983	1	plat	2
chr1	9955205	9955207	1	plat	2
chr1	9955861	9955863	1	plat	2
chr1	9956436	9956438	1	plat	2
chr1	9957621	9957623	1	plat	2
chr1	9957678	9957680	1	pmex	2
chr1	9957870	9957872	1	plat	2
chr1	9958365	9958367	1	plat	2
chr1	9959522	9959524	1	plat	2
chr1	9959944	9959952	4	plat	8
chr1	9960215	9960217	1	plat	2
chr1	9961432	9961434	1	plat	2
chr1	9961642	9961644	1	plat	2
chr1	9961848	9961850	1	plat	2
chr1	9961973	9961975	1	pmex	2
chr1	9964503	9964505	1	plat	2
chr1	9965852	9965854	1	plat	2
chr1	9965911	9965913	1	plat	2
chr1	9966615	9966617	1	plat	2
chr1	9966738	9966740	1	plat	2
chr1	9967428	9967430	1	plat	2
chr1	9967999	9968001	1	plat	2
chr1	9968509	9968511	1	plat	2
chr1	9968655	9968657	1	pmex	2
chr1	9969515	9969517	1	plat	2
chr1	9969704	9969706	1	plat	2
chr1	9969808	9969810	1	plat	2
chr1	9969826	9969828	1	plat	2
chr1	9970090	9970092	1	plat	2
chr1	9970142	9970144	1	plat	2
chr1	9970209	9970211	1	plat	2
chr1	9970316	9970318	1	plat	2
chr1	9970542	9970544	1	plat	2
chr1	9970631	9970633	1	plat	2
chr1	9971707	9971709	1	plat	2
chr1	9972261	9972263	1	plat	2
chr1	9972358	9972360	1	plat	2
chr1	9972904	9972906	1	pmex	2
